Gender,Age,Marital Status,Employee Type,Shift Type,Location,Commute Distance,Vehicle type,Health Status,Department,Overtime,Weekly Working Hours,Promotion Status,English Language Level,Bonus Type,Current Skill,Employee Satisfaction,Training Type,Productivity Before,Productivity After,Training Hours,Employee performance,Years of Experience,Job Level,Education Level,Gross Income,Bonus,Insurance Status,Insurance Type,Work Position,Team Size
Male,22,Single,Part-Time,Day,Location_Group_7,2,Private,Poor,Department_Group_5,Yes,48,No,Basic,Fixed,Artificial-Intelligence,Low,Workshop,75,92,50,9,2,Job Level_Group_4,Bachelor,Low,1117,No,,Work Position_Group_2,Team Size_Group_4
Female,38,Single,Remote,Flexible,Location_Group_4,15,Public,Good,Department_Group_6,No,47,No,Basic,Percentage,Project-Management,Low,Workshop,56,68,13,7,7,Job Level_Group_1,PhD,Very High,1428,No,,Work Position_Group_1,Team Size_Group_5
Male,20,Single,Full-Time,Flexible,Location_Group_6,24,Public,Poor,Department_Group_5,No,44,Yes,Advanced,Fixed,Customer-Relation,Low,Workshop,60,72,83,3,1,Job Level_Group_4,Diploma,Low,3390,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,40,Single,Remote,Day,Location_Group_4,47,Private,Poor,Department_Group_7,Yes,35,Yes,Basic,Percentage,Production,Medium,Online,52,62,64,4,6,Job Level_Group_2,PhD,High,4423,No,,Work Position_Group_1,Team Size_Group_10
Male,27,Single,Contract,Night,Location_Group_3,19,Private,Average,Department_Group_6,Yes,33,No,Advanced,Percentage,UX-Design,Medium,Workshop,79,98,88,5,4,Job Level_Group_3,Master,Medium,788,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,37,Single,Remote,Night,Location_Group_5,6,Public,Poor,Department_Group_1,No,26,No,Intermediate,Fixed,Data-Science,High,Workshop,39,55,80,1,9,Job Level_Group_1,PhD,Very High,1230,No,,Work Position_Group_1,Team Size_Group_2
Female,31,Single,Contract,Flexible,Location_Group_4,12,Private,Good,Department_Group_1,Yes,54,Yes,Intermediate,Fixed,Quality-Supervisor,High,Online,63,76,75,9,7,Job Level_Group_1,PhD,Very High,3814,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,27,Single,Contract,Night,Location_Group_6,37,Public,Good,Department_Group_1,Yes,25,No,Intermediate,Percentage,Business Strategy,Low,Online,61,75,55,5,3,Job Level_Group_3,Master,Medium,555,No,,Work Position_Group_2,Team Size_Group_4
Male,18,Married,Remote,Day,Location_Group_4,7,Public,Poor,Department_Group_3,Yes,59,No,Basic,Percentage,Quality-Supervisor,Medium,Online,47,64,62,7,1,Job Level_Group_4,Diploma,Low,1391,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,40,Single,Part-Time,Night,Location_Group_1,11,Private,Poor,Department_Group_1,No,48,Yes,Advanced,Fixed,Quality-Supervisor,Low,Workshop,42,54,108,9,6,Job Level_Group_2,PhD,High,3786,Yes,Both,Work Position_Group_1,Team Size_Group_11
Female,27,Single,Full-Time,Day,Location_Group_1,45,Private,Good,Department_Group_1,No,50,No,Basic,Fixed,Sale,High,In-Person,38,50,72,9,4,Job Level_Group_3,Master,Medium,534,No,,Work Position_Group_2,Team Size_Group_4
Female,21,Married,Full-Time,Night,Location_Group_6,49,Public,Poor,Department_Group_3,Yes,32,No,Intermediate,Percentage,Artificial-Intelligence,Medium,,68,68,0,3,2,Job Level_Group_4,Bachelor,Low,899,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,39,Single,Remote,Flexible,Location_Group_3,20,Public,Average,Department_Group_5,No,40,Yes,Basic,Percentage,Business Strategy,Medium,In-Person,38,54,73,5,6,Job Level_Group_2,PhD,High,3143,Yes,Life,Work Position_Group_1,Team Size_Group_2
Male,32,Single,Remote,Flexible,Location_Group_4,16,Private,Poor,Department_Group_9,No,23,No,Basic,Fixed,Project-Management,High,,77,77,0,3,6,Job Level_Group_2,PhD,Very High,1395,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,23,Single,Contract,Night,Location_Group_5,5,Public,Good,Department_Group_4,Yes,58,No,Advanced,Fixed,Sale,Medium,Workshop,37,55,114,7,2,Job Level_Group_4,Bachelor,Low,1338,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,26,Single,Full-Time,Night,Location_Group_4,25,Public,Poor,Department_Group_4,Yes,56,Yes,Intermediate,Percentage,Customer-Relation,High,,37,37,0,3,3,Job Level_Group_3,Master,Medium,1230,No,,Work Position_Group_2,Team Size_Group_4
Female,37,Married,Contract,Day,Location_Group_6,2,Public,Poor,Department_Group_8,No,31,Yes,Advanced,Percentage,UI-Design,High,Workshop,51,68,17,5,6,Job Level_Group_2,PhD,High,3597,Yes,Life,Work Position_Group_1,Team Size_Group_11
Female,38,Single,Remote,Flexible,Location_Group_6,47,Private,Good,Department_Group_4,No,35,No,Advanced,Fixed,Management,Low,Workshop,37,49,119,3,7,Job Level_Group_1,PhD,High,663,No,,Work Position_Group_1,Team Size_Group_1
Male,25,Married,Contract,Night,Location_Group_4,3,Private,Poor,Department_Group_7,Yes,44,No,Intermediate,Percentage,Project-Management,High,Workshop,31,50,79,4,4,Job Level_Group_3,Bachelor,Low,743,No,,Work Position_Group_2,Team Size_Group_4
Female,32,Married,Contract,Night,Location_Group_4,34,Public,Average,Department_Group_9,No,36,No,Advanced,Fixed,UX-Design,High,In-Person,76,86,16,4,7,Job Level_Group_1,PhD,High,1040,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,18,Single,Full-Time,Day,Location_Group_3,43,Public,Average,Department_Group_5,Yes,49,Yes,Intermediate,Fixed,Management,Low,Online,76,88,97,8,1,Job Level_Group_4,Diploma,Low,3203,No,,Work Position_Group_2,Team Size_Group_4
Female,31,Married,Remote,Flexible,Location_Group_4,19,Public,Poor,Department_Group_5,Yes,39,No,Advanced,Percentage,Project-Management,Medium,,65,65,0,3,7,Job Level_Group_1,PhD,High,1130,No,,Work Position_Group_2,Team Size_Group_4
Female,27,Single,Remote,Flexible,Location_Group_6,22,Private,Average,Department_Group_2,No,44,Yes,Basic,Fixed,Business Strategy,Low,In-Person,46,64,95,5,3,Job Level_Group_3,Master,Medium,4280,No,,Work Position_Group_2,Team Size_Group_4
Male,24,Married,Part-Time,Flexible,Location_Group_2,42,Private,Poor,Department_Group_2,No,52,Yes,Basic,Fixed,Finance,Low,Online,34,46,58,9,2,Job Level_Group_4,Bachelor,Low,3204,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,26,Married,Part-Time,Night,Location_Group_3,26,Public,Good,Department_Group_5,Yes,43,Yes,Advanced,Percentage,Programming,Low,Online,46,62,67,2,4,Job Level_Group_3,Master,Medium,4422,No,,Work Position_Group_2,Team Size_Group_4
Female,25,Married,Part-Time,Flexible,Location_Group_2,23,Private,Average,Department_Group_5,No,41,Yes,Advanced,Fixed,Business Strategy,Low,In-Person,43,55,54,1,3,Job Level_Group_3,Bachelor,Low,3771,No,,Work Position_Group_2,Team Size_Group_4
Male,21,Married,Full-Time,Night,Location_Group_6,27,Public,Good,Department_Group_2,Yes,42,Yes,Basic,Fixed,Quality-Supervisor,High,In-Person,64,76,85,5,2,Job Level_Group_4,Bachelor,Low,4331,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,26,Married,Full-Time,Day,Location_Group_7,42,Private,Average,Department_Group_2,Yes,46,No,Basic,Fixed,UX-Design,High,In-Person,65,84,107,8,3,Job Level_Group_3,Master,Medium,972,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,33,Single,Full-Time,Flexible,Location_Group_7,5,Private,Average,Department_Group_6,No,44,No,Intermediate,Percentage,Artificial-Intelligence,Low,In-Person,66,77,80,2,9,Job Level_Group_1,PhD,High,1450,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,36,Married,Contract,Night,Location_Group_6,36,Private,Poor,Department_Group_3,Yes,44,Yes,Basic,Percentage,UI-Design,High,,70,70,0,3,8,Job Level_Group_1,PhD,High,950,Yes,Health,Work Position_Group_1,Team Size_Group_3
Male,26,Married,Part-Time,Night,Location_Group_6,38,Public,Good,Department_Group_8,Yes,35,No,Basic,Fixed,Sale,High,Workshop,51,66,77,5,4,Job Level_Group_3,Master,Medium,630,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,38,Single,Remote,Night,Location_Group_7,48,Private,Poor,Department_Group_8,No,54,Yes,Advanced,Fixed,Artificial-Intelligence,Medium,Online,41,53,53,9,8,Job Level_Group_1,PhD,Very High,4151,Yes,Health,Work Position_Group_1,Team Size_Group_5
Male,31,Married,Contract,Day,Location_Group_5,47,Private,Average,Department_Group_8,Yes,56,No,Intermediate,Percentage,Customer-Relation,Medium,In-Person,60,71,118,9,8,Job Level_Group_1,PhD,High,1061,No,,Work Position_Group_2,Team Size_Group_4
Female,28,Married,Contract,Night,Location_Group_6,37,Private,Average,Department_Group_6,Yes,54,No,Advanced,Fixed,Finance,Medium,Workshop,33,43,95,7,3,Job Level_Group_3,Master,Medium,567,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,40,Married,Part-Time,Day,Location_Group_3,40,Public,Poor,Department_Group_2,No,34,Yes,Intermediate,Fixed,Quality-Supervisor,Medium,,77,77,0,5,6,Job Level_Group_2,PhD,Very High,1470,No,,Work Position_Group_1,Team Size_Group_1
Female,31,Married,Remote,Day,Location_Group_3,1,Private,Average,Department_Group_9,No,26,Yes,Advanced,Percentage,Finance,Medium,,62,62,0,2,6,Job Level_Group_2,PhD,High,972,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,31,Single,Contract,Night,Location_Group_4,31,Public,Poor,Department_Group_2,No,30,No,Intermediate,Percentage,UI-Design,High,,68,68,0,5,9,Job Level_Group_1,PhD,High,691,No,,Work Position_Group_2,Team Size_Group_4
Female,36,Single,Part-Time,Night,Location_Group_4,2,Private,Poor,Department_Group_7,No,21,No,Advanced,Percentage,Customer-Relation,Medium,Online,31,48,84,3,5,Job Level_Group_2,PhD,High,859,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,32,Married,Remote,Flexible,Location_Group_2,27,Private,Good,Department_Group_8,No,58,Yes,Advanced,Percentage,Programming,High,Online,60,79,37,9,5,Job Level_Group_2,PhD,Very High,3488,No,,Work Position_Group_2,Team Size_Group_4
Female,28,Single,Remote,Day,Location_Group_4,12,Private,Poor,Department_Group_2,Yes,34,No,Basic,Fixed,Quality-Supervisor,Medium,Online,64,83,14,3,4,Job Level_Group_3,Master,Medium,647,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,31,Single,Remote,Night,Location_Group_2,3,Public,Good,Department_Group_9,No,31,Yes,Intermediate,Percentage,Marketing,Medium,Workshop,35,51,79,1,6,Job Level_Group_2,PhD,High,3657,No,,Work Position_Group_2,Team Size_Group_4
Male,32,Single,Remote,Night,Location_Group_3,35,Private,Poor,Department_Group_9,No,33,No,Basic,Fixed,Management,Medium,Online,40,54,26,2,7,Job Level_Group_1,PhD,Very High,1135,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,32,Single,Contract,Night,Location_Group_7,23,Private,Average,Department_Group_6,No,21,Yes,Intermediate,Fixed,Programming,Low,,75,75,0,5,5,Job Level_Group_2,PhD,High,709,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,31,Single,Part-Time,Night,Location_Group_5,23,Private,Average,Department_Group_4,Yes,50,No,Advanced,Fixed,Artificial-Intelligence,High,,36,36,0,2,5,Job Level_Group_2,PhD,High,632,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,30,Single,Part-Time,Flexible,Location_Group_4,40,Public,Good,Department_Group_3,No,36,No,Basic,Percentage,Finance,Low,,44,44,0,1,7,Job Level_Group_1,Master,Medium,847,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,39,Single,Contract,Day,Location_Group_3,22,Public,Good,Department_Group_5,No,25,No,Advanced,Percentage,Production,Medium,,47,47,0,4,9,Job Level_Group_1,PhD,High,847,No,,Work Position_Group_1,Team Size_Group_2
Female,28,Single,Part-Time,Day,Location_Group_2,7,Public,Good,Department_Group_5,Yes,36,No,Intermediate,Fixed,Finance,High,Online,67,84,22,5,3,Job Level_Group_3,Master,Medium,582,No,,Work Position_Group_2,Team Size_Group_4
Male,43,Single,Remote,Flexible,Location_Group_4,14,Private,Poor,Department_Group_3,Yes,46,Yes,Basic,Percentage,Programming,Low,,62,62,0,1,6,Job Level_Group_2,PhD,High,1231,No,,Work Position_Group_1,Team Size_Group_7
Male,19,Married,Full-Time,Night,Location_Group_5,28,Private,Good,Department_Group_6,No,29,Yes,Basic,Percentage,Sale,Low,In-Person,68,86,66,2,1,Job Level_Group_4,Diploma,Low,4140,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,24,Single,Part-Time,Night,Location_Group_3,48,Public,Poor,Department_Group_8,Yes,45,No,Intermediate,Fixed,UX-Design,Low,In-Person,76,94,90,1,2,Job Level_Group_4,Bachelor,Low,1019,No,,Work Position_Group_2,Team Size_Group_4
Female,24,Married,Remote,Night,Location_Group_4,17,Private,Poor,Department_Group_1,No,54,Yes,Basic,Fixed,Finance,Low,Online,58,76,118,9,2,Job Level_Group_4,Bachelor,Low,3742,No,,Work Position_Group_2,Team Size_Group_4
Male,19,Married,Remote,Flexible,Location_Group_3,45,Public,Poor,Department_Group_1,No,50,Yes,Advanced,Percentage,Production,High,Workshop,71,90,67,9,1,Job Level_Group_4,Diploma,Low,3386,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,27,Married,Part-Time,Night,Location_Group_5,15,Public,Good,Department_Group_5,Yes,24,No,Advanced,Percentage,Project-Management,High,Workshop,72,86,29,3,4,Job Level_Group_3,Master,Medium,1065,No,,Work Position_Group_2,Team Size_Group_4
Female,42,Single,Contract,Flexible,Location_Group_3,45,Public,Poor,Department_Group_9,No,39,Yes,Basic,Percentage,Customer-Relation,Low,Workshop,49,60,43,2,5,Job Level_Group_2,PhD,Very High,3877,No,,Work Position_Group_2,Team Size_Group_4
Female,30,Single,Full-Time,Night,Location_Group_3,40,Public,Average,Department_Group_5,No,30,Yes,Basic,Percentage,Finance,High,,32,32,0,2,9,Job Level_Group_1,Master,Medium,1143,No,,Work Position_Group_2,Team Size_Group_4
Female,18,Single,Part-Time,Flexible,Location_Group_3,20,Private,Average,Department_Group_6,Yes,26,Yes,Intermediate,Fixed,Programming,Low,In-Person,45,62,110,3,1,Job Level_Group_4,Diploma,Low,3561,No,,Work Position_Group_2,Team Size_Group_4
Male,20,Single,Full-Time,Night,Location_Group_5,3,Private,Poor,Department_Group_1,Yes,36,No,Advanced,Percentage,Finance,Medium,Workshop,70,84,65,2,1,Job Level_Group_4,Diploma,Low,913,No,,Work Position_Group_2,Team Size_Group_4
Female,37,Married,Part-Time,Night,Location_Group_3,40,Public,Good,Department_Group_2,Yes,26,Yes,Basic,Fixed,Finance,Low,In-Person,69,80,62,2,7,Job Level_Group_1,PhD,Very High,3631,Yes,Life,Work Position_Group_1,Team Size_Group_9
Male,29,Single,Contract,Day,Location_Group_2,26,Public,Good,Department_Group_5,No,58,Yes,Intermediate,Percentage,Sale,High,,35,35,0,3,4,Job Level_Group_3,Master,Medium,604,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,31,Single,Remote,Night,Location_Group_5,26,Private,Average,Department_Group_3,Yes,38,Yes,Intermediate,Fixed,Sale,Medium,Online,45,55,113,4,5,Job Level_Group_2,PhD,Very High,3451,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,36,Married,Full-Time,Flexible,Location_Group_7,19,Public,Poor,Department_Group_9,Yes,36,No,Intermediate,Percentage,Project-Management,High,In-Person,67,84,69,3,7,Job Level_Group_1,PhD,High,993,Yes,Both,Work Position_Group_1,Team Size_Group_2
Female,22,Married,Contract,Flexible,Location_Group_6,12,Public,Average,Department_Group_8,Yes,54,No,Advanced,Fixed,Management,High,,42,42,0,4,2,Job Level_Group_4,Bachelor,Low,938,No,,Work Position_Group_2,Team Size_Group_4
Female,34,Married,Remote,Day,Location_Group_5,3,Private,Poor,Department_Group_2,Yes,51,No,Basic,Percentage,Artificial-Intelligence,Medium,,57,57,0,5,7,Job Level_Group_1,PhD,High,586,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,44,Single,Contract,Day,Location_Group_1,18,Public,Average,Department_Group_9,No,59,No,Basic,Percentage,Sale,Low,Online,74,88,94,7,7,Job Level_Group_1,PhD,High,1430,No,,Work Position_Group_1,Team Size_Group_9
Female,37,Single,Part-Time,Day,Location_Group_1,24,Private,Average,Department_Group_8,Yes,25,Yes,Advanced,Fixed,Customer-Relation,Low,In-Person,67,83,31,3,8,Job Level_Group_1,PhD,Very High,4117,Yes,Both,Work Position_Group_1,Team Size_Group_11
Male,30,Single,Part-Time,Night,Location_Group_7,14,Public,Good,Department_Group_5,No,30,No,Advanced,Percentage,Project-Management,High,Workshop,39,50,111,4,8,Job Level_Group_1,Master,Medium,1340,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,44,Single,Remote,Flexible,Location_Group_2,49,Private,Good,Department_Group_6,Yes,32,No,Intermediate,Percentage,Marketing,Medium,In-Person,43,60,118,3,6,Job Level_Group_2,PhD,High,1015,Yes,Health,Work Position_Group_1,Team Size_Group_7
Female,24,Married,Remote,Flexible,Location_Group_1,17,Private,Average,Department_Group_9,Yes,27,No,Advanced,Percentage,UX-Design,Medium,In-Person,48,66,53,5,2,Job Level_Group_4,Bachelor,Low,1181,No,,Work Position_Group_2,Team Size_Group_4
Male,42,Single,Part-Time,Night,Location_Group_3,43,Public,Poor,Department_Group_2,No,30,Yes,Advanced,Percentage,Production,Low,Workshop,68,85,18,2,6,Job Level_Group_2,PhD,High,4202,No,,Work Position_Group_1,Team Size_Group_9
